Year,Leage,Team,Park,FirstGame,LastGame,Games,Openings,Attendance
1995,AL,BAL,BAL12,5/1/1995,10/1/1995,72,72,3101759
1995,AL,BOS,BOS07,4/26/1995,9/27/1995,72,72,2164401
1995,AL,CAL,ANA01,4/26/1995,10/1/1995,72,72,1748797
1995,AL,CHA,CHI12,4/27/1995,10/1/1995,72,71,1609775
1995,NL,CHN,CHI11,4/28/1995,10/1/1995,72,71,1917546
1995,NL,CIN,CIN08,4/26/1995,9/20/1995,72,71,1830015
1995,AL,CLE,CLE08,5/5/1995,10/1/1995,72,71,2842722
1995,NL,COL,DEN02,4/26/1995,10/1/1995,72,72,3402209
1995,AL,DET,DET04,5/2/1995,9/21/1995,72,71,1180979
1995,NL,FLO,MIA01,4/25/1995,10/1/1995,71,70,1697414
1995,NL,HOU,HOU02,4/28/1995,9/27/1995,72,71,1392683
1995,AL,KCA,KAN06,4/26/1995,9/28/1995,72,70,1237203
1995,NL,LAN,LOS03,4/28/1995,9/27/1995,72,72,2766628
1995,AL,ML4,MIL05,4/26/1995,10/1/1995,72,71,1088220
1995,AL,MIN,MIN03,4/27/1995,9/28/1995,72,72,1057668
1995,NL,MON,MON02,5/2/1995,10/1/1995,72,72,1308618
1995,AL,NYA,NYC16,4/26/1995,9/24/1995,73,70,1709199
1995,NL,NYN,NYC17,4/28/1995,10/1/1995,72,71,1273186
1995,AL,OAK,OAK01,5/5/1995,9/20/1995,72,71,1174441
1995,NL,PHI,PHI12,4/28/1995,9/27/1995,72,71,2048588
1995,NL,PIT,PIT07,4/26/1995,9/20/1995,72,70,911536
1995,NL,SDN,SAN01,4/26/1995,10/1/1995,72,71,1052995
1995,AL,SEA,SEA02,4/27/1995,10/2/1995,73,73,1640379
1995,NL,SFN,SFO02,4/28/1995,9/27/1995,72,72,1231591
1995,NL,SLN,STL09,4/26/1995,10/1/1995,72,72,1756061
1995,AL,TEX,ARL02,4/27/1995,10/1/1995,72,72,1985910
1995,AL,TOR,TOR02,4/26/1995,10/1/1995,72,72,2826445
1996,NL,ATL,ATL01,4/1/1996,9/23/1996,81,81,2898806
1996,AL,BAL,BAL12,4/2/1996,9/23/1996,82,81,3654764
1996,AL,BOS,BOS07,4/9/1996,9/29/1996,81,81,2315349
1996,AL,CAL,ANA01,4/2/1996,9/25/1996,81,81,1820183
1996,AL,CHA,CHI12,4/9/1996,9/25/1996,81,79,1666025
1996,NL,CHN,CHI11,4/1/1996,9/29/1996,81,78,2219110
1996,NL,CIN,CIN08,4/2/1996,9/26/1996,81,76,1871459
1996,AL,CLE,CLE08,4/2/1996,9/25/1996,80,79,3320078
1996,NL,COL,DEN02,4/8/1996,9/29/1996,81,81,3906328
1996,AL,DET,DET04,4/9/1996,9/29/1996,81,81,1168610
1996,NL,FLO,MIA01,4/1/1996,9/26/1996,81,80,1753706
1996,NL,HOU,HOU02,4/1/1996,9/29/1996,81,81,1977715
1996,AL,KCA,KAN06,4/5/1996,9/29/1996,80,80,1436006
1996,NL,LAN,LOS03,4/8/1996,9/29/1996,81,81,3188454
1996,AL,ML4,MIL05,4/9/1996,9/22/1996,81,78,1327150
1996,AL,MIN,MIN03,4/1/1996,9/29/1996,82,80,1437446
1996,NL,MON,MON02,4/5/1996,9/29/1996,81,81,1618571
1996,AL,NYA,NYC16,4/9/1996,9/25/1996,80,78,2255051
1996,NL,NYN,NYC17,4/1/1996,9/29/1996,81,78,1582648
1996,AL,OAK,LAS01,4/1/1996,4/7/1996,6,6,54986
1996,AL,OAK,OAK01,4/19/1996,9/29/1996,75,74,1132362
1996,NL,PHI,PHI12,4/2/1996,9/26/1996,81,78,1796354
1996,NL,PIT,PIT07,4/8/1996,9/25/1996,80,78,1322079
1996,NL,SDN,MNT01,8/16/1996,8/18/1996,3,3,67382
1996,NL,SDN,SAN01,4/8/1996,9/25/1996,78,78,2140536
1996,AL,SEA,SEA02,3/31/1996,9/22/1996,81,81,2721073
1996,NL,SFN,SFO02,4/12/1996,9/22/1996,82,80,1418722
1996,NL,SLN,STL09,4/8/1996,9/29/1996,81,81,2645824
1996,AL,TEX,ARL02,4/1/1996,9/29/1996,81,80,2889040
1996,AL,TOR,TOR02,4/9/1996,9/29/1996,81,81,2559910
1997,AL,ANA,ANA01,4/2/1997,9/28/1997,82,81,1774702
1997,NL,ATL,ATL02,4/4/1997,9/22/1997,81,81,3447608
1997,AL,BAL,BAL12,4/2/1997,9/22/1997,81,80,3692388
1997,AL,BOS,BOS07,4/11/1997,9/21/1997,81,80,2223602
1997,AL,CHA,CHI12,4/4/1997,9/28/1997,81,78,1865052
1997,NL,CHN,CHI11,4/8/1997,9/21/1997,81,79,2189948
1997,NL,CIN,CIN08,4/1/1997,9/22/1997,81,80,1790058
1997,AL,CLE,CLE08,4/11/1997,9/28/1997,81,80,3394750
1997,NL,COL,DEN02,4/7/1997,9/28/1997,81,81,3893433
1997,AL,DET,DET04,4/7/1997,9/28/1997,81,79,1395413
1997,NL,FLO,MIA01,4/1/1997,9/22/1997,81,80,2352567
1997,NL,HOU,HOU02,4/1/1997,9/28/1997,81,81,2046275
1997,AL,KCA,KAN06,4/7/1997,9/21/1997,80,77,1526638
1997,NL,LAN,LOS03,4/1/1997,9/24/1997,81,81,3319320
1997,AL,ML4,MIL05,4/7/1997,9/28/1997,80,78,1450029
1997,AL,MIN,MIN03,4/1/1997,9/22/1997,81,81,1413064
1997,NL,MON,MON02,4/1/1997,9/28/1997,81,81,1507166
1997,AL,NYA,NYC16,4/11/1997,9/22/1997,80,78,2581043
1997,NL,NYN,NYC17,4/13/1997,9/28/1997,81,78,1775201
1997,AL,OAK,OAK01,4/2/1997,9/24/1997,81,79,1260565
1997,NL,PHI,PHI12,4/11/1997,9/28/1997,81,77,1490542
1997,NL,PIT,PIT07,4/11/1997,9/22/1997,81,80,1694633
1997,NL,SDN,HON01,4/19/1997,4/20/1997,3,2,77432
1997,NL,SDN,SAN01,4/1/1997,9/22/1997,78,78,2011901
1997,AL,SEA,SEA02,4/1/1997,9/28/1997,81,81,3197054
1997,NL,SFN,SFO02,4/1/1997,9/28/1997,81,80,1696583
1997,NL,SLN,STL09,4/8/1997,9/28/1997,81,81,2654568
1997,AL,TEX,ARL02,4/1/1997,9/21/1997,81,80,2923590
1997,AL,TOR,TOR02,4/1/1997,9/28/1997,81,81,2589317
1998,AL,ANA,ANA01,4/1/1998,9/23/1998,81,81,2519280
1998,NL,ARI,PHO01,3/31/1998,9/27/1998,81,81,3604237
1998,NL,ATL,ATL02,3/31/1998,9/27/1998,81,81,3361350
1998,AL,BAL,BAL12,3/31/1998,9/20/1998,81,81,3684560
1998,AL,BOS,BOS07,4/10/1998,9/27/1998,81,80,2343930
1998,AL,CHA,CHI12,4/6/1998,9/20/1998,82,79,1391146
1998,NL,CHN,CHI11,4/3/1998,9/28/1998,82,80,2623000
1998,NL,CIN,CIN08,3/31/1998,9/27/1998,81,81,1793676
1998,AL,CLE,CLE08,4/10/1998,9/20/1998,81,81,3467299
1998,NL,COL,DEN02,4/7/1998,9/27/1998,81,81,3791276
1998,AL,DET,DET04,4/7/1998,9/20/1998,81,79,1409391
1998,NL,FLO,MIA01,3/31/1998,9/27/1998,81,79,1750395
1998,NL,HOU,HOU02,3/31/1998,9/27/1998,81,80,2450451
1998,AL,KCA,KAN06,4/7/1998,9/27/1998,80,79,1494875
1998,NL,LAN,LOS03,4/7/1998,9/27/1998,81,81,3089222
1998,NL,MIL,MIL05,4/7/1998,9/23/1998,81,79,1811548
1998,AL,MIN,MIN03,4/3/1998,9/27/1998,81,81,1165980
1998,NL,MON,MON02,4/1/1998,9/16/1998,81,81,914909
1998,AL,NYA,NYC16,4/10/1998,9/27/1998,80,79,2908991
1998,AL,NYA,NYC17,4/15/1998,4/15/1998,1,1,40743
1998,NL,NYN,NYC17,3/31/1998,9/23/1998,81,77,2287942
1998,AL,OAK,OAK01,4/1/1998,9/27/1998,81,79,1232363
1998,NL,PHI,PHI12,4/7/1998,9/20/1998,81,79,1715702
1998,NL,PIT,PIT07,4/7/1998,9/20/1998,81,80,1560950
1998,NL,SDN,SAN01,4/7/1998,9/20/1998,81,79,2555964
1998,AL,SEA,SEA02,3/31/1998,9/27/1998,81,81,2651511
1998,NL,SFN,SFO02,4/7/1998,9/24/1998,81,80,1925634
1998,NL,SLN,STL09,3/31/1998,9/27/1998,82,80,3195651
1998,AL,TBA,STP01,3/31/1998,9/20/1998,81,81,2506023
1998,AL,TEX,ARL02,3/31/1998,9/20/1998,81,81,2927409
1998,AL,TOR,TOR02,4/1/1998,9/27/1998,81,81,2454303
1999,AL,ANA,ANA01,4/6/1999,10/3/1999,81,81,2253040
1999,NL,ARI,PHO01,4/12/1999,10/3/1999,81,81,3015948
1999,NL,ATL,ATL02,4/5/1999,10/3/1999,81,81,3284901
1999,AL,BAL,BAL12,4/5/1999,10/3/1999,81,80,3432099
1999,AL,BOS,BOS07,4/13/1999,9/27/1999,81,81,2446277
1999,AL,CHA,CHI12,4/9/1999,10/3/1999,81,76,1338851
1999,NL,CHN,CHI11,4/12/1999,9/26/1999,81,78,2813854
1999,NL,CIN,CIN08,4/5/1999,10/4/1999,82,82,2061324
1999,AL,CLE,CLE08,4/12/1999,10/3/1999,81,81,3468436
1999,NL,COL,DEN02,4/12/1999,10/3/1999,81,81,3481065
1999,AL,DET,DET04,4/12/1999,9/27/1999,81,81,2026491
1999,NL,FLO,MIA01,4/5/1999,9/26/1999,80,78,1369420
1999,NL,HOU,HOU02,4/6/1999,10/3/1999,82,81,2706017
1999,AL,KCA,KAN06,4/5/1999,10/2/1999,80,78,1501292
1999,NL,LAN,LOS03,4/5/1999,9/26/1999,81,81,3098990
1999,NL,MIL,MIL05,4/16/1999,10/3/1999,80,78,1701790
1999,AL,MIN,MIN03,4/6/1999,9/30/1999,81,81,1202829
1999,NL,MON,MON02,4/8/1999,9/29/1999,81,81,772737
1999,AL,NYA,NYC16,4/9/1999,9/27/1999,81,81,3293259
1999,NL,NYN,NYC17,4/12/1999,10/3/1999,81,79,2726008
1999,AL,OAK,OAK01,4/5/1999,10/3/1999,81,81,1434632
1999,NL,PHI,PHI12,4/12/1999,10/3/1999,81,80,1825337
1999,NL,PIT,PIT07,4/5/1999,9/22/1999,81,80,1638023
1999,NL,SDN,MNT01,4/4/1999,4/4/1999,1,1,27104
1999,NL,SDN,SAN01,4/6/1999,9/22/1999,80,80,2496434
1999,AL,SEA,SEA02,4/5/1999,6/27/1999,39,39,1099404
1999,AL,SEA,SEA03,7/15/1999,9/26/1999,42,42,1816504
1999,NL,SFN,SFO02,4/8/1999,9/30/1999,81,81,2078365
1999,NL,SLN,STL09,4/5/1999,10/3/1999,80,79,3235833
1999,AL,TBA,STP01,4/9/1999,10/3/1999,81,81,1749657
1999,AL,TEX,ARL02,4/5/1999,9/30/1999,81,80,2774501
1999,AL,TOR,TOR02,4/12/1999,9/26/1999,81,81,2163486
2000,AL,ANA,ANA01,4/3/2000,10/1/2000,81,81,2066982
2000,NL,ARI,PHO01,4/4/2000,10/1/2000,81,81,2942251
2000,NL,ATL,ATL02,4/3/2000,10/1/2000,81,81,3234304
2000,AL,BAL,BAL12,4/3/2000,10/1/2000,81,81,3297031
2000,AL,BOS,BOS07,4/11/2000,9/24/2000,81,81,2585895
2000,AL,CHA,CHI12,4/14/2000,10/1/2000,81,81,1971446
2000,NL,CHN,CHI11,4/10/2000,9/28/2000,80,79,2734511
2000,NL,CHN,TOK01,3/30/2000,3/30/2000,1,1,55000
2000,NL,CIN,CIN08,4/3/2000,9/24/2000,82,82,2594132
2000,AL,CLE,CLE08,4/14/2000,10/1/2000,81,81,3456278
2000,NL,COL,DEN02,4/10/2000,9/28/2000,81,81,3295129
2000,AL,DET,DET05,4/11/2000,10/1/2000,81,81,2533753
2000,NL,FLO,MIA01,4/3/2000,10/1/2000,81,80,1218326
2000,NL,HOU,HOU03,4/7/2000,10/1/2000,81,81,3056139
2000,AL,KCA,KAN06,4/7/2000,9/28/2000,81,81,1677915
2000,NL,LAN,LOS03,4/14/2000,9/28/2000,81,81,3011539
2000,NL,MIL,MIL05,4/10/2000,9/28/2000,81,79,1573621
2000,AL,MIN,MIN03,4/3/2000,9/24/2000,81,81,1059415
2000,NL,MON,MON02,4/3/2000,9/25/2000,81,81,926272
2000,AL,NYA,NYC16,4/12/2000,9/25/2000,80,80,3227657
2000,NL,NYN,NYC17,4/3/2000,10/1/2000,80,77,2765530
2000,NL,NYN,TOK01,3/29/2000,3/29/2000,1,1,55000
2000,AL,OAK,OAK01,4/3/2000,10/1/2000,81,81,1728885
2000,NL,PHI,PHI12,4/10/2000,9/24/2000,81,80,1612769
2000,NL,PIT,PIT07,4/4/2000,10/1/2000,81,79,1748908
2000,NL,SDN,SAN01,4/10/2000,10/1/2000,81,81,2423142
2000,AL,SEA,SEA03,4/4/2000,9/28/2000,81,81,3148317
2000,NL,SFN,SFO03,4/11/2000,9/24/2000,81,81,3315330
2000,NL,SLN,STL09,4/3/2000,10/1/2000,81,81,3336493
2000,AL,TBA,STP01,4/7/2000,10/1/2000,80,80,1549592
2000,AL,TEX,ARL02,4/3/2000,9/24/2000,81,80,2800075
2000,AL,TOR,TOR02,4/3/2000,9/25/2000,81,81,1819919
2001,AL,ANA,ANA01,4/10/2001,10/7/2001,81,81,1998319
2001,NL,ARI,PHO01,4/6/2001,10/4/2001,81,81,2735821
2001,NL,ATL,ATL02,4/3/2001,10/7/2001,81,81,2823494
2001,AL,BAL,BAL12,4/2/2001,10/6/2001,80,80,3094841
2001,AL,BOS,BOS07,4/6/2001,9/27/2001,81,81,2625333
2001,AL,CHA,CHI12,4/6/2001,9/27/2001,81,80,1766172
2001,NL,CHN,CHI11,4/2/2001,10/7/2001,81,79,2779465
2001,NL,CIN,CIN08,4/2/2001,10/7/2001,81,79,1879757
2001,AL,CLE,CLE08,4/2/2001,9/30/2001,80,80,3182523
2001,NL,COL,DEN02,4/2/2001,9/30/2001,81,81,3168579
2001,AL,DET,DET05,4/3/2001,10/7/2001,81,80,1920995
2001,NL,FLO,MIA01,4/2/2001,10/4/2001,80,80,1261216
2001,NL,HOU,HOU03,4/3/2001,10/4/2001,81,81,2906277
2001,AL,KCA,KAN06,4/6/2001,10/4/2001,81,81,1536101
2001,NL,LAN,LOS03,4/2/2001,9/26/2001,81,81,3017143
2001,NL,MIL,MIL06,4/6/2001,10/7/2001,81,81,2811040
2001,AL,MIN,MIN03,4/9/2001,10/7/2001,81,80,1782926
2001,NL,MON,MON02,4/6/2001,9/27/2001,81,81,642743
2001,AL,NYA,NYC16,4/2/2001,10/3/2001,80,80,3264847
2001,NL,NYN,NYC17,4/9/2001,10/7/2001,81,81,2658330
2001,AL,OAK,OAK01,4/6/2001,10/3/2001,81,81,2133477
2001,NL,PHI,PHI12,4/6/2001,9/27/2001,81,78,1792054
2001,NL,PIT,PIT08,4/9/2001,9/26/2001,81,79,2435868
2001,NL,SDN,SAN01,4/10/2001,10/7/2001,81,80,2378148
2001,AL,SEA,SEA03,4/2/2001,10/7/2001,81,81,3512326
2001,NL,SFN,SFO03,4/2/2001,10/7/2001,81,81,3311000
2001,NL,SLN,STL09,4/9/2001,10/7/2001,82,81,3109578
2001,AL,TBA,STP01,4/3/2001,10/7/2001,81,81,1298075
2001,AL,TEX,ARL02,4/3/2001,9/26/2001,82,81,2831111
2001,AL,TOR,SJU01,4/1/2001,4/1/2001,1,1,19891
2001,AL,TOR,TOR02,4/9/2001,10/7/2001,81,80,1895236
2002,AL,ANA,ANA01,3/31/2002,9/29/2002,81,81,2305467
2002,NL,ARI,PHO01,4/1/2002,9/29/2002,81,81,3198975
2002,NL,ATL,ATL02,4/1/2002,9/22/2002,81,81,2603484
2002,AL,BAL,BAL12,4/1/2002,9/29/2002,81,81,2681439
2002,AL,BOS,BOS07,4/1/2002,9/29/2002,81,81,2650859
2002,AL,CHA,CHI12,4/12/2002,9/26/2002,81,81,1675591
2002,NL,CHN,CHI11,4/5/2002,9/29/2002,81,78,2694946
2002,NL,CIN,CIN08,4/1/2002,9/22/2002,81,80,1855775
2002,AL,CLE,CLE08,4/8/2002,9/29/2002,81,81,2621940
2002,NL,COL,DEN02,4/8/2002,9/22/2002,81,81,2740614
2002,AL,DET,DET05,4/5/2002,9/22/2002,80,80,1503353
2002,NL,FLO,MIA01,4/8/2002,9/29/2002,81,81,813127
2002,NL,HOU,HOU03,4/2/2002,9/25/2002,81,81,2512357
2002,AL,KCA,KAN06,4/1/2002,9/26/2002,81,77,1323036
2002,NL,LAN,LOS03,4/2/2002,9/29/2002,81,81,3131255
2002,NL,MIL,MIL06,4/5/2002,9/22/2002,81,81,1969153
2002,AL,MIN,MIN03,4/12/2002,9/29/2002,81,81,1924354
2002,NL,MON,MON02,4/2/2002,9/29/2002,81,81,812537
2002,AL,NYA,NYC16,4/5/2002,9/25/2002,80,80,3465807
2002,NL,NYN,NYC17,4/1/2002,9/29/2002,81,78,2804838
2002,AL,OAK,OAK01,4/1/2002,9/22/2002,81,81,2169816
2002,NL,PHI,PHI12,4/5/2002,9/25/2002,80,79,1618467
2002,NL,PIT,PIT08,4/8/2002,9/25/2002,80,79,1784970
2002,NL,SDN,SAN01,4/8/2002,9/22/2002,81,81,2221230
2002,AL,SEA,SEA03,4/1/2002,9/26/2002,81,81,3539938
2002,NL,SFN,SFO03,4/5/2002,9/29/2002,81,81,3253203
2002,NL,SLN,STL09,4/1/2002,9/29/2002,81,81,3011756
2002,AL,TBA,STP01,4/2/2002,9/22/2002,81,81,1065742
2002,AL,TEX,ARL02,4/5/2002,9/29/2002,81,80,2352397
2002,AL,TOR,TOR02,4/4/2002,9/29/2002,81,81,1638170
2003,AL,ANA,ANA01,3/30/2003,9/28/2003,82,81,3061094
2003,NL,ARI,PHO01,3/31/2003,9/28/2003,81,81,2805542
2003,NL,ATL,ATL02,3/31/2003,9/24/2003,81,79,2401084
2003,AL,BAL,BAL12,3/31/2003,9/21/2003,81,81,2454523
2003,AL,BOS,BOS07,4/12/2003,9/25/2003,81,81,2724165
2003,AL,CHA,CHI12,4/4/2003,9/24/2003,81,81,1939594
2003,NL,CHN,CHI11,4/8/2003,9/28/2003,81,80,2962630
2003,NL,CIN,CIN09,3/31/2003,9/28/2003,81,81,2355259
2003,AL,CLE,CLE08,4/8/2003,9/21/2003,81,81,1727001
2003,NL,COL,DEN02,4/4/2003,9/25/2003,81,81,2334175
2003,AL,DET,DET05,3/31/2003,9/28/2003,81,80,1368245
2003,NL,FLO,MIA01,3/31/2003,9/28/2003,81,80,1303214
2003,NL,HOU,HOU03,4/1/2003,9/28/2003,81,81,2455241
2003,AL,KCA,KAN06,3/31/2003,9/28/2003,80,78,1779895
2003,NL,LAN,LOS03,4/7/2003,9/21/2003,81,81,3138696
2003,NL,MIL,MIL06,4/4/2003,9/24/2003,81,81,1700354
2003,AL,MIN,MIN03,4/4/2003,9/24/2003,81,81,1946011
2003,NL,MON,MON02,4/22/2003,9/17/2003,59,59,712757
2003,NL,MON,SJU01,4/11/2003,9/11/2003,22,22,312882
2003,AL,NYA,NYC16,4/8/2003,9/28/2003,82,81,3460600
2003,NL,NYN,NYC17,3/31/2003,9/25/2003,80,77,2168832
2003,AL,OAK,OAK01,4/1/2003,9/24/2003,81,81,2216596
2003,NL,PHI,PHI12,4/4/2003,9/28/2003,81,78,2259948
2003,NL,PIT,PIT08,4/8/2003,9/21/2003,81,78,1636751
2003,NL,SDN,SAN01,3/31/2003,9/28/2003,81,81,2030084
2003,AL,SEA,SEA03,4/8/2003,9/28/2003,81,81,3267509
2003,NL,SFN,SFO03,4/7/2003,9/28/2003,81,81,3264898
2003,NL,SLN,STL09,3/31/2003,9/21/2003,81,81,2910386
2003,AL,TBA,STP01,3/31/2003,9/28/2003,81,81,1058695
2003,AL,TEX,ARL02,4/4/2003,9/21/2003,81,81,2094394
2003,AL,TOR,TOR02,3/31/2003,9/28/2003,81,81,1799818
2004,AL,ANA,ANA01,4/13/2004,9/26/2004,81,81,3375677
2004,NL,ARI,PHO01,4/6/2004,10/3/2004,81,81,2519560
2004,NL,ATL,ATL02,4/6/2004,9/29/2004,81,79,2322565
2004,AL,BAL,BAL12,4/4/2004,10/3/2004,81,80,2744013
2004,AL,BOS,BOS07,4/9/2004,9/26/2004,81,81,2837304
2004,AL,CHA,CHI12,4/13/2004,9/26/2004,81,79,1930537
2004,NL,CHN,CHI11,4/12/2004,10/3/2004,82,81,3170154
2004,NL,CIN,CIN09,4/5/2004,10/3/2004,81,81,2287250
2004,AL,CLE,CLE08,4/12/2004,9/26/2004,81,81,1814401
2004,NL,COL,DEN02,4/12/2004,9/26/2004,81,79,2338069
2004,AL,DET,DET05,4/8/2004,10/3/2004,81,80,1917004
2004,NL,FLO,CHI12,9/13/2004,9/14/2004,2,2,9460
2004,NL,FLO,MIA01,4/6/2004,9/23/2004,78,76,1713645
2004,NL,HOU,HOU03,4/5/2004,10/3/2004,81,81,3087872
2004,AL,KCA,KAN06,4/5/2004,10/3/2004,80,79,1661478
2004,NL,LAN,LOS03,4/5/2004,10/3/2004,81,81,3488283
2004,NL,MIL,MIL06,4/9/2004,9/26/2004,81,81,2062382
2004,AL,MIN,MIN03,4/5/2004,10/3/2004,81,81,1911490
2004,NL,MON,MON02,4/23/2004,9/29/2004,59,59,531545
2004,NL,MON,SJU01,4/9/2004,7/11/2004,21,21,217005
2004,AL,NYA,NYC16,4/8/2004,9/30/2004,81,79,3775292
2004,NL,NYN,NYC17,4/12/2004,10/3/2004,81,80,2318321
2004,AL,OAK,OAK01,4/5/2004,10/3/2004,81,81,2201516
2004,NL,PHI,PHI13,4/12/2004,10/3/2004,81,80,3250092
2004,NL,PIT,PIT08,4/5/2004,9/26/2004,80,75,1583031
2004,NL,SDN,SAN02,4/8/2004,9/30/2004,81,81,3016752
2004,AL,SEA,SEA03,4/6/2004,10/3/2004,82,81,2940731
2004,NL,SFN,SFO03,4/12/2004,9/26/2004,82,81,3256854
2004,NL,SLN,STL09,4/5/2004,10/3/2004,81,81,3048427
2004,AL,TBA,STP01,4/6/2004,9/30/2004,78,77,1164911
2004,AL,TBA,TOK01,3/30/2004,3/31/2004,2,2,110000
2004,AL,TEX,ARL02,4/9/2004,9/30/2004,81,79,2513685
2004,AL,TOR,TOR02,4/5/2004,10/3/2004,81,81,1900041
2005,AL,LAA,ANA01,4/5/2005,9/25/2005,81,81,3404636
2005,NL,ARI,PHO01,4/4/2005,9/25/2005,81,81,2059331
2005,NL,ATL,ATL02,4/8/2005,9/28/2005,81,80,2521534
2005,AL,BAL,BAL12,4/4/2005,9/29/2005,81,81,2624804
2005,AL,BOS,BOS07,4/11/2005,10/2/2005,81,81,2847798
2005,AL,CHA,CHI12,4/4/2005,9/25/2005,81,81,2342834
2005,NL,CHN,CHI11,4/8/2005,9/28/2005,81,80,3100092
2005,NL,CIN,CIN09,4/4/2005,9/25/2005,82,81,1943166
2005,AL,CLE,CLE08,4/11/2005,10/2/2005,81,81,2014220
2005,NL,COL,DEN02,4/4/2005,9/25/2005,81,80,1914389
2005,AL,DET,DET05,4/4/2005,9/29/2005,81,80,2024505
2005,NL,FLO,MIA01,4/5/2005,10/2/2005,81,81,1852602
2005,NL,HOU,HOU03,4/5/2005,10/2/2005,81,81,2804760
2005,AL,KCA,KAN06,4/11/2005,9/25/2005,81,79,1371181
2005,NL,LAN,LOS03,4/12/2005,9/29/2005,81,81,3603680
2005,NL,MIL,MIL06,4/11/2005,9/29/2005,81,81,2211023
2005,AL,MIN,MIN03,4/8/2005,10/2/2005,81,81,2034243
2005,AL,NYA,NYC16,4/3/2005,9/25/2005,81,81,4090440
2005,NL,NYN,NYC17,4/11/2005,10/2/2005,81,80,2829930
2005,AL,OAK,OAK01,4/11/2005,9/29/2005,81,81,2108818
2005,NL,PHI,PHI13,4/4/2005,9/28/2005,81,80,2665291
2005,NL,PIT,PIT08,4/4/2005,10/2/2005,81,79,1817245
2005,NL,SDN,SAN02,4/7/2005,10/2/2005,81,81,2869787
2005,AL,SEA,SEA03,4/4/2005,10/2/2005,81,81,2724859
2005,NL,SFN,SFO03,4/5/2005,10/2/2005,81,81,3181020
2005,NL,SLN,STL09,4/8/2005,10/2/2005,81,81,3542271
2005,AL,TBA,STP01,4/4/2005,10/2/2005,81,81,1141915
2005,AL,TEX,ARL02,4/11/2005,10/2/2005,81,80,2525259
2005,AL,TOR,TOR02,4/8/2005,10/2/2005,81,81,2014995
2005,NL,WAS,WAS10,4/14/2005,10/2/2005,81,81,2730352
2006,AL,LAA,ANA01,4/7/2006,10/1/2006,81,81,3406790
2006,NL,ARI,PHO01,4/11/2006,10/1/2006,81,81,2091005
2006,NL,ATL,ATL02,4/10/2006,10/1/2006,81,80,2549524
2006,AL,BAL,BAL12,4/3/2006,9/24/2006,81,81,2153150
2006,AL,BOS,BOS07,4/11/2006,10/1/2006,81,81,2930768
2006,AL,CHA,CHI12,4/2/2006,9/24/2006,81,81,2957414
2006,NL,CHN,CHI11,4/7/2006,10/1/2006,81,80,3123215
2006,NL,CIN,CIN09,4/3/2006,9/25/2006,81,81,2134472
2006,AL,CLE,CLE08,4/7/2006,10/1/2006,81,81,1998070
2006,NL,COL,DEN02,4/3/2006,9/28/2006,81,81,2104560
2006,AL,DET,DET05,4/10/2006,10/1/2006,81,81,2595937
2006,NL,FLO,MIA01,4/11/2006,10/1/2006,81,81,1165120
2006,NL,HOU,HOU03,4/3/2006,9/24/2006,81,81,3022763
2006,AL,KCA,KAN06,4/3/2006,9/24/2006,81,80,1372684
2006,NL,LAN,LOS03,4/3/2006,9/24/2006,81,81,3758421
2006,NL,MIL,MIL06,4/3/2006,9/24/2006,81,81,2335643
2006,AL,MIN,MIN03,4/11/2006,10/1/2006,81,81,2285018
2006,AL,NYA,NYC16,4/11/2006,10/1/2006,81,81,4247980
2006,NL,NYN,NYC17,4/3/2006,9/25/2006,81,78,3372045
2006,AL,OAK,OAK01,4/3/2006,9/24/2006,81,81,1976625
2006,NL,PHI,PHI13,4/3/2006,9/25/2006,81,79,2701815
2006,NL,PIT,PIT08,4/10/2006,10/1/2006,81,80,1861549
2006,NL,SDN,SAN02,4/3/2006,9/24/2006,81,81,2659732
2006,AL,SEA,SEA03,4/3/2006,10/1/2006,81,81,2480717
2006,NL,SFN,SFO03,4/6/2006,10/1/2006,81,81,3130304
2006,NL,SLN,STL10,4/10/2006,10/1/2006,80,80,3407104
2006,AL,TBA,STP01,4/10/2006,9/25/2006,81,81,1369031
2006,AL,TEX,ARL02,4/3/2006,9/24/2006,81,81,2388757
2006,AL,TOR,TOR02,4/4/2006,9/25/2006,81,81,2302182
2006,NL,WAS,WAS10,4/11/2006,10/1/2006,81,81,2153080
2007,AL,LAA,ANA01,4/2/2007,9/23/2007,81,81,3365632
2007,NL,ARI,PHO01,4/9/2007,9/23/2007,81,81,2316507
2007,NL,ATL,ATL02,4/6/2007,9/23/2007,81,81,2745303
2007,AL,BAL,BAL12,4/9/2007,9/30/2007,81,80,2172487
2007,AL,BOS,BOS07,4/10/2007,9/30/2007,81,81,2970755
2007,AL,CHA,CHI12,4/2/2007,9/30/2007,81,81,2684395
2007,NL,CHN,CHI11,4/9/2007,9/23/2007,81,81,3252462
2007,NL,CIN,CIN09,4/2/2007,9/30/2007,81,81,2058593
2007,AL,CLE,CLE08,4/13/2007,9/23/2007,77,77,2223415
2007,AL,CLE,MIL06,4/10/2007,4/12/2007,3,3,52496
2007,NL,COL,DEN02,4/2/2007,10/1/2007,82,82,2376250
2007,AL,DET,DET05,4/2/2007,9/26/2007,81,81,3047124
2007,NL,FLO,MIA01,4/6/2007,9/27/2007,81,81,1370511
2007,NL,HOU,HOU03,4/2/2007,9/30/2007,81,81,3020405
